,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0.0,0.08284268,0.08107631,0.022020726,0.0028850683,0.029380593,0.19589025,0.18181819,0.021608572,0.046514366,0.010774847,0.0090673575,0.0069477153,0.055522844,0.04639661,0.048928402,0.11681583,0.008890721,0.002060763,0.008772963,0.0035327368,0.0068888366,0.011363637
2,0.044764664,0.0,0.0073044566,0.019525921,0.002927467,0.03348113,0.123067304,0.21973056,0.027825147,0.17323215,0.01907117,0.0068497043,0.007901318,0.038994998,0.054484993,0.017621646,0.14671442,0.0014211005,0.0040075034,0.015319464,0.024101865,0.009492951,0.0021600728
3,0.32818452,0.052475665,0.0,0.045069825,0.017562421,0.08040626,0.067710534,0.017774016,0.0016927634,0.0035971224,0.0,0.0,0.0027507406,0.04041473,0.01946678,0.1203978,0.04210749,0.009944986,0.012695726,0.018197207,0.006559458,0.048455354,0.06453661
4,0.010174957,0.022942675,0.0061659804,0.0,0.019892368,0.29707825,0.032877967,0.21058021,0.0029631567,0.019260518,0.00261455,0.008845894,0.0001307275,0.0019173366,0.015382269,0.0014597904,0.073272765,0.0013290629,0.013857115,0.18491405,0.05708434,0.008693378,0.008562651
5,0.0066679367,0.015431511,0.010668699,0.12726234,0.0,0.055058107,0.029338922,0.112021334,0.008192036,0.090493426,0.029719947,0.054296058,0.0015240998,0.010287674,0.17717661,0.011240236,0.051247858,0.003619737,0.06458373,0.049533244,0.015050486,0.057915792,0.018670224
6,0.019358082,0.040098887,0.01437191,0.5970837,0.010768457,0.0,0.03238917,0.037878152,0.0014246207,0.005069974,0.00041900613,0.0012570183,0.00033520488,0.0031844466,0.004315763,0.0025559373,0.028660018,0.0009218135,0.019483784,0.043702338,0.1097377,0.01847817,0.008505824
7,0.04039397,0.082561836,0.0055750776,0.02197932,0.0031085282,0.014022165,0.0,0.34011352,0.048215974,0.058977563,0.008261251,0.014917556,0.004544533,0.15132113,0.074385054,0.020458845,0.09475943,0.0017401,0.0011150156,0.0031929992,0.004341803,0.0039025545,0.0021117718
8,0.019075625,0.046765342,0.00036074247,0.048547193,0.0059522507,0.0055040554,0.11030521,0.0005575111,0.0428409,0.20479788,0.108452305,0.11397276,0.0037550011,0.024076827,0.044048842,0.013855791,0.19599248,0.0015577516,0.0005465795,0.0057008243,0.0014539015,0.0007980061,0.0010822274
9,0.012411806,0.029884377,0.000110819696,0.0038048096,0.0015514757,0.0016992353,0.13139522,0.18196595,0.0,0.17620331,0.03623804,0.13098888,0.019799786,0.016401315,0.20660485,0.0067600016,0.03900853,0.001071257,0.001477596,0.0013667763,0.00088655757,0.0002955192,7.38798e-05
10,0.0075942553,0.057385463,3.986486e-05,0.0071756747,0.0021228036,0.0014052362,0.029838847,0.55555665,0.03279881,0.0,0.07057077,0.037941378,0.0075543905,0.020291213,0.081025325,0.014640369,0.06497972,0.00055810803,0.0013354728,0.004544594,0.0017341214,0.0006079391,0.00029898644
11,0.0015339087,0.005717296,0.0,0.00061976106,0.0009916177,9.296416e-05,0.0030058413,0.10277188,0.011914907,0.17023288,0.0,0.6372073,0.004059435,0.00075920735,0.03690677,0.0026959607,0.019042158,0.0006352551,0.0007437133,0.0008521715,7.747013e-05,7.747013e-05,6.1976105e-05
12,0.0026504241,0.0051208194,2.0003201e-05,0.0053608576,0.0055908947,0.0004200672,0.013402144,0.30223835,0.030654905,0.09723556,0.24141863,0.0,0.0062510003,0.0010201632,0.19554129,0.0059409505,0.08352336,0.0010901744,0.0008801408,0.0012101936,0.00016002561,7.00112e-05,0.00020003201
13,0.013955455,0.030166337,0.0025373555,0.0005638568,0.0011277136,0.0004228926,0.03763744,0.06808571,0.07555681,0.099097826,0.050324216,0.024104876,0.0,0.05272061,0.39399493,0.12447138,0.014237383,0.0040879617,0.002114463,0.0004228926,0.00070482097,0.0028192839,0.0008457852
14,0.03336661,0.049147595,0.0069497772,0.0014590693,0.0030717247,0.0026877592,0.3848871,0.14920904,0.018699124,0.07460452,0.003033328,0.0015358623,0.016779296,0.0,0.13492551,0.08266779,0.020926125,0.0008447243,0.00030717248,0.00038396558,0.0021886039,0.011634158,0.0006911381
15,0.0121723795,0.026426496,0.0017203244,0.009324447,0.005074234,0.0016769549,0.0553106,0.0760846,0.064982004,0.14836714,0.06991167,0.31807208,0.024532693,0.056438204,5.782603e-05,0.038266376,0.08551024,0.001026412,0.00031804317,0.0013444552,0.0005059778,0.0014601073,0.0014167378
16,0.05000973,0.03282091,0.0431342,0.0025945385,0.0042161252,0.0045404425,0.05318804,0.1915418,0.015826685,0.09671142,0.02231303,0.01628073,0.069598496,0.11980282,0.19361743,6.486346e-05,0.05973925,0.005772848,0.00025945384,0.0010378154,0.00058377115,0.006032302,0.01031329
17,0.02629704,0.0620086,0.0027861886,0.033294316,0.0044655353,0.010216025,0.06300094,0.37173355,0.022493066,0.13151065,0.06436223,0.07615583,0.0029897457,0.009885245,0.08849648,0.010559528,0.0,0.002913412,0.0014630671,0.0100760795,0.0019846824,0.0009796189,0.0023281851
18,0.27877578,0.027944112,0.025948104,0.020625416,0.008649368,0.015968064,0.030605456,0.12109115,0.020625416,0.043912176,0.025282769,0.047238857,0.031936128,0.004657352,0.020625416,0.108449765,0.101131074,0.0,0.028609447,0.014637392,0.001330672,0.004657352,0.017298736
19,0.008743524,0.03465026,0.012305699,0.21729274,0.068976685,0.16839378,0.013924871,0.029792747,0.015544041,0.040479276,0.022992227,0.019430052,0.0022668394,0.0038860103,0.005181347,0.00097150257,0.028173575,0.012953368,0.0,0.1771373,0.083549224,0.022020726,0.011334197
20,0.0032,0.021666666,0.0010666667,0.7392667,0.008533333,0.0492,0.0072666667,0.037266668,0.0022666666,0.024933333,0.0044,0.0030666667,0.0002,0.001,0.0048,0.00053333334,0.021533333,0.0004,0.023333333,0.0,0.039666668,0.0044,0.002
21,0.004919185,0.09744671,0.00339658,0.30498946,0.0107753575,0.33134222,0.019442493,0.020262357,0.0040993206,0.015577419,0.0007027407,0.00081986416,0.0009369876,0.0069102836,0.002928086,0.0004684938,0.009252752,0.0004684938,0.02787538,0.10201453,0.0,0.033263057,0.002108222
22,0.025365563,0.14025664,0.062369443,0.06266786,0.08296031,0.1280215,0.056102656,0.04655327,0.0020889286,0.015219337,0.0011936736,0.0017905103,0.0047746943,0.09400179,0.022978215,0.026559236,0.015816174,0.003879439,0.035810206,0.034616534,0.12026261,0.0,0.016711429
23,0.12390158,0.030316345,0.20738137,0.076449916,0.050087873,0.0927065,0.031634446,0.076449916,0.00087873463,0.014059754,0.004393673,0.0061511425,0.00087873463,0.0074692443,0.019332161,0.1155536,0.06239016,0.011862918,0.009226713,0.028558875,0.008347979,0.021968365,0.0
