repeats_stat,genome_stat
0.061,0.0938987930461743
0.056,0.09533827926032555
0.06,0.0971099546008194
0.058,0.09395415790056472
0.057,0.09666703576569594
0.062,0.09650094120252464
0.062,0.09417561731812646
0.058,0.09495072527959252
0.053,0.09362196877422213
0.062,0.09838334625179936
0.056,0.09467390100764035
0.054,0.09472926586203079
0.059,0.09771896799911416
0.057,0.0924039419776326
0.06,0.0972760491639907
0.058,0.09744214372716199
0.056,0.09196102314250913
0.057,0.09495072527959252
0.059,0.09915845421326541
0.059,0.09234857712324217
0.063,0.09578119809544901
0.062,0.09395415790056472
0.059,0.09766360314472373
0.058,0.09495072527959252
0.056,0.09915845421326541
0.054,0.09146273945299524
0.056,0.09417561731812646
0.056,0.09672240062008637
0.058,0.0971099546008194
0.057,0.09522754955154468
0.053,0.09893699479570368
0.06,0.08985715867567268
0.064,0.09013398294762484
0.059,0.0935666039198317
0.053,0.09428634702690732
0.058,0.09799579227106632
0.059,0.09362196877422213
0.057,0.09722068430960026
0.059,0.09782969770789503
0.057,0.10043184586424538
0.057,0.09705458974642897
0.059,0.09362196877422213
0.053,0.09478463071642122
0.058,0.09965673790277932
0.059,0.09733141401838113
0.053,0.09135200974421437
0.062,0.09472926586203079
0.059,0.09616875207618204
0.059,0.09583656294983944
0.057,0.09655630605691506
0.057,0.09101982061787177
0.056,0.09467390100764035
0.057,0.09805115712545676
0.057,0.09517218469715424
0.06,0.09423098217251688
0.057,0.09594729265862031
0.052,0.09306832023031779
0.061,0.08841767246152142
0.058,0.09572583324105857
0.057,0.09589192780422988
0.062,0.09716531945520983
0.063,0.09113055032665264
0.058,0.0922378474144613
0.052,0.09461853615324992
0.056,0.09655630605691506
0.063,0.09821725168862806
0.057,0.09373269848300299
0.057,0.09716531945520983
0.06,0.09417561731812646
0.061,0.09328977964787953
0.061,0.09749750858155243
0.066,0.09417561731812646
0.057,0.09771896799911416
0.056,0.09755287343594286
0.058,0.09406488760934559
0.054,0.09312368508470822
0.056,0.09782969770789503
0.054,0.09522754955154468
0.057,0.09517218469715424
0.063,0.09555973867788728
0.054,0.09400952275495515
0.061,0.09594729265862031
0.057,0.09472926586203079
0.055,0.09533827926032555
0.056,0.09799579227106632
0.058,0.09777433285350459
0.055,0.09445244159007862
0.054,0.0932344147934891
0.057,0.09533827926032555
0.06,0.09777433285350459
0.058,0.09539364411471597
0.053,0.09506145498837339
0.058,0.09567046838666814
0.057,0.09002325323884398
0.062,0.09328977964787953
0.053,0.09755287343594286
0.059,0.09650094120252464
0.056,0.09578119809544901
0.057,0.09960137304838888
0.05,0.0976082382903333
