repeats_stat,genome_stat
0.002,0.009688849518325767
0.002,0.011460524858819621
0.001,0.011349795150038755
0.001,0.011017606023696157
0.002,0.010297862916620529
0.001,0.011515889713210055
0.002,0.010962241169305725
0.001,0.010131768353449231
0.001,0.011128335732477023
0.001,0.010851511460524859
0.0,0.009633484663935333
0.001,0.010519322334182261
0.002,0.010187133207839663
0.0,0.009854944081497065
0.001,0.010906876314915291
0.0,0.011405160004429189
0.002,0.011239065441257889
0.002,0.010574687188572693
0.001,0.012346362529066549
0.0,0.010740781751743993
0.002,0.009688849518325767
0.002,0.011848078839552653
0.0,0.009688849518325767
0.001,0.011349795150038755
0.0,0.009854944081497065
0.001,0.010242498062230097
0.001,0.011958808548333517
0.0,0.011183700586867457
0.001,0.010906876314915291
0.002,0.011626619421990921
0.002,0.011515889713210055
0.002,0.010297862916620529
0.001,0.010740781751743993
0.001,0.009854944081497065
0.001,0.011460524858819621
0.0,0.010962241169305725
0.001,0.011460524858819621
0.001,0.010796146606134425
0.002,0.01068541689735356
0.003,0.011239065441257889
0.0,0.010906876314915291
0.001,0.011017606023696157
0.001,0.010297862916620529
0.0,0.009854944081497065
0.002,0.010906876314915291
0.001,0.011349795150038755
0.0,0.010242498062230097
0.001,0.010962241169305725
0.001,0.009854944081497065
0.001,0.010297862916620529
0.0,0.011128335732477023
0.001,0.010630052042963127
0.0,0.011737349130771787
0.001,0.01256782194662828
0.001,0.010851511460524859
0.002,0.010574687188572693
0.003,0.010353227771010963
0.001,0.012180267965895249
0.0,0.009412025246373601
0.001,0.009245930683202303
0.0,0.011737349130771787
0.001,0.009854944081497065
0.0,0.010076403499058797
0.002,0.010353227771010963
0.001,0.010297862916620529
0.002,0.011239065441257889
0.001,0.010796146606134425
0.0,0.011792713985162219
0.001,0.011072970878086591
0.0,0.011128335732477023
0.001,0.010574687188572693
0.001,0.010463957479791829
0.001,0.01068541689735356
0.001,0.010630052042963127
0.001,0.008969106411250139
0.0,0.010740781751743993
0.002,0.011515889713210055
0.001,0.009522754955154467
0.0,0.010242498062230097
0.0,0.010962241169305725
0.002,0.012346362529066549
0.001,0.011072970878086591
0.0,0.010962241169305725
0.001,0.010962241169305725
0.0,0.010630052042963127
0.0,0.009522754955154467
0.0,0.010574687188572693
0.001,0.011239065441257889
0.001,0.009688849518325767
0.001,0.011460524858819621
0.0,0.010187133207839663
0.0,0.010630052042963127
0.001,0.011626619421990921
0.001,0.010131768353449231
0.001,0.010131768353449231
0.002,0.011571254567600487
0.0,0.01068541689735356
0.001,0.010519322334182261
0.002,0.011128335732477023
0.001,0.010962241169305725
