repeats_stat,genome_stat
0.022,0.020595725833241058
0.02,0.021426198649097554
0.021,0.018879415347137638
0.024,0.020706455542021926
0.018,0.021315468940316686
0.017,0.022478130882515778
0.022,0.021149374377145386
0.023,0.020484996124460194
0.018,0.021260104085926254
0.019,0.019543793599822834
0.02,0.01987598272616543
0.015,0.019931347580555862
0.019,0.02004207728933673
0.019,0.022035212047392314
0.026,0.020595725833241058
0.018,0.021426198649097554
0.02,0.020927914959583658
0.027,0.020152806998117594
0.027,0.020318901561288894
0.018,0.01987598272616543
0.023,0.021426198649097554
0.023,0.020706455542021926
0.023,0.019211604473480234
0.024,0.018491861366404606
0.017,0.020927914959583658
0.017,0.020374266415679326
0.023,0.019156239619089802
0.023,0.020761820396412358
0.021,0.02065109068763149
0.021,0.02175838777544015
0.022,0.020318901561288894
0.018,0.02209057690178275
0.025,0.019820617871774998
0.022,0.020540360978850626
0.019,0.019820617871774998
0.017,0.021038644668364522
0.019,0.022312036319344482
0.019,0.020540360978850626
0.02,0.019211604473480234
0.018,0.021869117484221018
0.021,0.021536928357878418
0.02,0.02065109068763149
0.02,0.021094009522754954
0.017,0.019433063891041966
0.018,0.020927914959583658
0.018,0.021315468940316686
0.019,0.020374266415679326
0.023,0.019266969327870666
0.02,0.020263536706898462
0.019,0.02209057690178275
0.02,0.019543793599822834
0.022,0.021869117484221018
0.016,0.021869117484221018
0.023,0.021204739231535822
0.021,0.019045509910308935
0.02,0.01815967224006201
0.018,0.020318901561288894
0.022,0.019765253017384566
0.019,0.020318901561288894
0.023,0.022256671464954046
0.02,0.02175838777544015
0.019,0.02042963127006976
0.02,0.01970988816299413
0.019,0.021149374377145386
0.016,0.020540360978850626
0.023,0.021703022921049718
0.014,0.021149374377145386
0.018,0.01777211825932898
0.02,0.020484996124460194
0.017,0.020927914959583658
0.014,0.022312036319344482
0.021,0.02175838777544015
0.017,0.02042963127006976
0.022,0.021094009522754954
0.016,0.02137083379470712
0.017,0.021813752629830582
0.019,0.02192448233861145
0.019,0.019765253017384566
0.023,0.02269959030007751
0.019,0.021426198649097554
0.022,0.020540360978850626
0.019,0.021536928357878418
0.017,0.019599158454213266
0.023,0.020097442143727162
0.015,0.02098327981397409
0.015,0.021204739231535822
0.022,0.020152806998117594
0.022,0.021481563503487986
0.018,0.021260104085926254
0.019,0.02004207728933673
0.023,0.021149374377145386
0.024,0.019599158454213266
0.015,0.021813752629830582
0.023,0.021315468940316686
0.018,0.020263536706898462
0.022,0.021426198649097554
0.021,0.019322334182261102
0.02,0.021204739231535822
0.022,0.019433063891041966
0.021,0.0196545233086037
