repeats_stat,genome_stat
0.026,0.024858819621304398
0.027,0.022035212047392314
0.029,0.022145941756173182
0.027,0.022810320008858378
0.028,0.021038644668364522
0.029,0.021260104085926254
0.025,0.023308603698372274
0.028,0.023751522533495738
0.03,0.021260104085926254
0.028,0.023363968552762706
0.028,0.02269959030007751
0.027,0.022588860591296646
0.025,0.022644225445687078
0.028,0.023197873989591406
0.027,0.022367401173734914
0.028,0.02192448233861145
0.025,0.021149374377145386
0.027,0.023363968552762706
0.029,0.023363968552762706
0.026,0.023862252242276602
0.029,0.02303177942642011
0.026,0.021647658066659286
0.027,0.02269959030007751
0.024,0.022810320008858378
0.028,0.022976414572029674
0.029,0.02364079282471487
0.026,0.022478130882515778
0.03,0.022588860591296646
0.027,0.02286568486324881
0.028,0.02286568486324881
0.025,0.02209057690178275
0.029,0.023530063115934006
0.027,0.02286568486324881
0.025,0.022145941756173182
0.029,0.024139076514228766
0.027,0.02286568486324881
0.025,0.02253349573690621
0.028,0.023530063115934006
0.024,0.023585427970324438
0.026,0.022422766028125346
0.028,0.02269959030007751
0.029,0.021869117484221018
0.026,0.02269959030007751
0.028,0.02269959030007751
0.027,0.024305171077400066
0.024,0.02175838777544015
0.024,0.022810320008858378
0.028,0.021813752629830582
0.03,0.022754955154467942
0.028,0.022588860591296646
0.025,0.022035212047392314
0.026,0.022201306610563614
0.029,0.022810320008858378
0.028,0.019820617871774998
0.025,0.022754955154467942
0.027,0.021204739231535822
0.024,0.021315468940316686
0.026,0.02192448233861145
0.025,0.022754955154467942
0.023,0.024415900786180934
0.03,0.02303177942642011
0.027,0.023585427970324438
0.027,0.022478130882515778
0.025,0.02098327981397409
0.028,0.025467833019599158
0.026,0.02137083379470712
0.025,0.02380688738788617
0.026,0.020374266415679326
0.027,0.025080279038866126
0.023,0.022754955154467942
0.027,0.02192448233861145
0.028,0.020872550105193222
0.028,0.0241944413686192
0.023,0.020595725833241058
0.028,0.022367401173734914
0.031,0.022810320008858378
0.022,0.020152806998117594
0.029,0.021979847193001882
0.027,0.02303177942642011
0.026,0.023419333407153138
0.024,0.022588860591296646
0.029,0.02552319787398959
0.028,0.021260104085926254
0.026,0.023363968552762706
0.031,0.023862252242276602
0.026,0.023419333407153138
0.028,0.022256671464954046
0.027,0.021813752629830582
0.024,0.02081718525080279
0.028,0.023142509135200974
0.029,0.022145941756173182
0.024,0.025024914184475694
0.029,0.019820617871774998
0.028,0.022644225445687078
0.029,0.022145941756173182
0.026,0.020097442143727162
0.027,0.02269959030007751
0.028,0.02175838777544015
0.026,0.02192448233861145
0.026,0.022644225445687078
