repeats_stat,genome_stat
0.002,0.013675119034436939
0.002,0.011349795150038755
0.003,0.012014173402723951
0.005,0.013010740781751745
0.005,0.012955375927361311
0.001,0.013176835344923043
0.003,0.011405160004429189
0.005,0.013010740781751745
0.002,0.012733916509799579
0.006,0.011571254567600487
0.002,0.012457092237847415
0.002,0.010353227771010963
0.0,0.011848078839552653
0.0,0.012678551655409147
0.002,0.012235632820285683
0.005,0.013287565053703909
0.002,0.014173402723950837
0.002,0.010962241169305725
0.003,0.012346362529066549
0.0,0.011072970878086591
0.002,0.012401727383456981
0.001,0.011848078839552653
0.002,0.012844646218580445
0.002,0.011903443693943085
0.004,0.012069538257114383
0.004,0.01350902447126564
0.001,0.010519322334182261
0.004,0.012014173402723951
0.004,0.011072970878086591
0.001,0.013010740781751745
0.003,0.011294430295648323
0.002,0.012733916509799579
0.003,0.012900011072970879
0.001,0.012678551655409147
0.003,0.011792713985162219
0.0,0.010962241169305725
0.005,0.011239065441257889
0.002,0.011349795150038755
0.0,0.011958808548333517
0.001,0.013841213597608239
0.003,0.011681984276381353
0.003,0.011681984276381353
0.006,0.012290997674676115
0.001,0.012955375927361311
0.001,0.01068541689735356
0.002,0.012623186801018713
0.003,0.012623186801018713
0.003,0.012733916509799579
0.004,0.011405160004429189
0.004,0.012844646218580445
0.003,0.013232200199313475
0.004,0.012401727383456981
0.001,0.013564389325656073
0.002,0.011239065441257889
0.002,0.013730483888827373
0.004,0.011128335732477023
0.005,0.011515889713210055
0.006,0.010962241169305725
0.001,0.011405160004429189
0.004,0.012014173402723951
0.004,0.013066105636142177
0.003,0.011349795150038755
0.001,0.012678551655409147
0.003,0.011792713985162219
0.004,0.012290997674676115
0.006,0.012844646218580445
0.006,0.011626619421990921
0.004,0.012789281364190013
0.004,0.012900011072970879
0.002,0.01389657845199867
0.004,0.010906876314915291
0.003,0.012623186801018713
0.003,0.012955375927361311
0.001,0.011017606023696157
0.005,0.012623186801018713
0.001,0.010906876314915291
0.0,0.012955375927361311
0.0,0.012180267965895249
0.001,0.01256782194662828
0.003,0.011848078839552653
0.004,0.011737349130771787
0.003,0.010297862916620529
0.005,0.011405160004429189
0.0,0.012955375927361311
0.003,0.012457092237847415
0.002,0.011737349130771787
0.003,0.012844646218580445
0.001,0.013287565053703909
0.002,0.010463957479791829
0.001,0.012014173402723951
0.003,0.012124903111504817
0.002,0.011903443693943085
0.003,0.011294430295648323
0.002,0.013232200199313475
0.005,0.012124903111504817
0.002,0.012401727383456981
0.005,0.011460524858819621
0.001,0.011958808548333517
0.002,0.011903443693943085
0.001,0.011848078839552653
