repeats_stat,genome_stat
0.007,0.022810320008858378
0.008,0.022644225445687078
0.009,0.024028346805447902
0.008,0.02458199534935223
0.01,0.02380688738788617
0.009,0.024471265640571366
0.006,0.023474698261543574
0.009,0.02646440039862695
0.01,0.022921049717639242
0.009,0.025744657291551322
0.01,0.023419333407153138
0.011,0.024249806223009634
0.006,0.022588860591296646
0.01,0.024249806223009634
0.01,0.024415900786180934
0.008,0.021979847193001882
0.008,0.026519765253017386
0.005,0.02491418447569483
0.01,0.024083711659838334
0.009,0.024415900786180934
0.01,0.02269959030007751
0.007,0.024360535931790498
0.01,0.023308603698372274
0.006,0.02458199534935223
0.009,0.022145941756173182
0.007,0.025578562728380026
0.006,0.022312036319344482
0.009,0.026187576126674786
0.008,0.02474808991252353
0.007,0.023696157679105306
0.009,0.021536928357878418
0.009,0.024360535931790498
0.008,0.024858819621304398
0.006,0.025357103310818294
0.011,0.02513564389325656
0.01,0.024305171077400066
0.005,0.024083711659838334
0.009,0.024249806223009634
0.01,0.026741224670579117
0.01,0.02474808991252353
0.008,0.024415900786180934
0.007,0.021703022921049718
0.007,0.023253238843981842
0.008,0.024360535931790498
0.007,0.025357103310818294
0.008,0.023142509135200974
0.008,0.0241944413686192
0.008,0.02491418447569483
0.007,0.024471265640571366
0.009,0.02585538700033219
0.008,0.023142509135200974
0.008,0.024526630494961798
0.005,0.02513564389325656
0.01,0.025467833019599158
0.008,0.024305171077400066
0.005,0.023751522533495738
0.008,0.023862252242276602
0.009,0.02253349573690621
0.008,0.025246373602037426
0.007,0.025412468165208726
0.008,0.02646440039862695
0.01,0.022312036319344482
0.006,0.022976414572029674
0.01,0.02568929243716089
0.007,0.025578562728380026
0.008,0.024692725058133098
0.008,0.022644225445687078
0.007,0.024249806223009634
0.011,0.027294873214483446
0.006,0.02397298195105747
0.006,0.02269959030007751
0.011,0.025578562728380026
0.009,0.024803454766913962
0.009,0.02364079282471487
0.008,0.023585427970324438
0.009,0.025357103310818294
0.008,0.023751522533495738
0.009,0.023363968552762706
0.01,0.024471265640571366
0.008,0.023474698261543574
0.006,0.02380688738788617
0.006,0.023530063115934006
0.009,0.024028346805447902
0.007,0.024360535931790498
0.006,0.024692725058133098
0.007,0.02380688738788617
0.007,0.0241944413686192
0.009,0.02474808991252353
0.009,0.024526630494961798
0.006,0.024858819621304398
0.011,0.023585427970324438
0.007,0.023253238843981842
0.008,0.026298305835455654
0.009,0.022921049717639242
0.008,0.024360535931790498
0.01,0.026298305835455654
0.01,0.025357103310818294
0.009,0.025633927582770458
0.007,0.023087144280810542
0.01,0.0241944413686192
