avg.exp	pct.exp	features.plot	id	avg.exp.scaled
0.843652646559656	5.91498962538075	Mariner-1/1	0	-1.37035832390213
2.58861856201748	16.4870665238066	Unknown-1/33	0	-0.691313741955529
1.20736990641397	6.74301695869898	EnSpm-5/1919	0	-0.914879925780669
1.21639778288698	5.22421154512231	Unknown-6/719	0	-0.674257939880459
0.215718841903546	0.983403846216096	Copia-5/1071	0	-1.12789484115319
0.382290733338428	1.70914164187656	Unknown-5/2258	0	-0.837915979541399
0.208067137890198	0.992467476135139	Unknown-4/303	0	-0.648508871419504
0.0943198787496224	0.435377937182571	Unknown-1/2	0	-1.79956659468293
1.78775963504087	22.0761136165836	Mariner-1/1	1	0.770664792811141
2.39950888920536	25.3572276287681	Unknown-1/33	1	-0.764004847667471
1.90013530728071	16.9420049054514	EnSpm-5/1919	1	-0.636257763978576
1.40624308163128	10.703378431838	Unknown-6/719	1	-0.389980313365011
0.287070743926197	2.35936387372419	Copia-5/1071	1	-0.660529629576504
0.35093549325832	2.75417358968273	Unknown-5/2258	1	-0.942996945406799
0.231112454426996	1.97879579080623	Unknown-4/303	1	-0.447891192867936
1.02797198714261	8.13513727351848	Unknown-1/2	1	0.869287819227889
0.873074278311741	4.60853793974065	Mariner-1/1	2	-1.3036366551917
4.72864700045664	23.5564362131369	Unknown-1/33	2	0.131283173008661
2.92663594266478	11.4877875342564	EnSpm-5/1919	2	-0.223411184510117
1.95120250172431	6.45898417213305	Unknown-6/719	2	0.426051326691265
0.522255043917852	1.82328078683914	Copia-5/1071	2	0.879961331550526
0.424508464570424	1.47412491311052	Unknown-5/2258	2	-0.696431495188222
0.281156955980467	1.05066355595682	Unknown-4/303	2	-0.0122360041055471
0.0896221020000481	0.317196526018904	Unknown-1/2	2	-1.81299523914371
1.78976895682999	25.8114332880688	Mariner-1/1	3	0.775221484427567
3.12770216705947	36.100682518128	Unknown-1/33	3	-0.484097565548668
3.53569897889864	29.3021274329686	EnSpm-5/1919	3	0.0215468627839725
1.97543785946773	16.4514382582918	Unknown-6/719	3	0.462341769607788
0.298612486174047	2.82060157449566	Copia-5/1071	3	-0.584929559295021
0.98300572127515	9.26414072831518	Unknown-5/2258	3	1.1752630291647
0.187675346443597	1.91619848940721	Unknown-4/303	3	-0.826026670100751
0.918665085244497	8.56653442323224	Unknown-1/2	3	0.556832885554785
1.59615286480173	25.0500844119302	Mariner-1/1	4	0.336143568621588
4.55876135499408	50.0191333708498	Unknown-1/33	4	0.0659815137670979
5.42446503534461	43.7996623522791	EnSpm-5/1919	4	0.781186534636778
2.53648103676818	22.5436128306134	Unknown-6/719	4	1.30245750526515
0.49499229443154	5.46764209341587	Copia-5/1071	4	0.701386404735155
0.416217323943902	4.48621271806415	Unknown-5/2258	4	-0.724217634376919
0.279084596555928	3.4901519414744	Unknown-4/303	4	-0.0302766301135134
0.686275352462859	7.31232414181204	Unknown-1/2	4	-0.107455620309944
1.35268333585458	39.6025059408079	Mariner-1/1	5	-0.215990772137514
2.58873201383157	53.4456686109311	Unknown-1/33	5	-0.691270132669509
1.52573460753942	34.1297616475841	EnSpm-5/1919	5	-0.786837357317997
0.932722355471205	19.1704471808166	Unknown-6/719	5	-1.09903842030273
0.288585390885548	6.93742348959459	Copia-5/1071	5	-0.650608474336715
0.2835359267384	6.61337941960107	Unknown-5/2258	5	-1.16887343465479
0.275351562692206	6.9302225102614	Unknown-4/303	5	-0.0627740178798476
0.889039187368664	16.9525455461943	Unknown-1/2	5	0.47214694354146
1.84824021931656	27.1624203357202	Mariner-1/1	6	0.907821206889667
2.78546953463966	34.0809987020374	Unknown-1/33	6	-0.615646989178726
2.00288338947823	20.7367760941533	EnSpm-5/1919	6	-0.594933684070607
1.18221378315065	10.889760679024	Unknown-6/719	6	-0.725445651001699
0.247818219808578	2.57113272761744	Copia-5/1071	6	-0.917639303167633
0.754906792349233	7.65506278347358	Unknown-5/2258	6	0.410833999019757
0.203192188881804	2.22549548629847	Unknown-4/303	6	-0.690947036743018
1.24710180663391	11.8464612288352	Unknown-1/2	6	1.49567272288912
2.52898878074566	44.9370768394006	Mariner-1/1	7	2.45160641817562
2.66253931974353	41.0716630094338	Unknown-1/33	7	-0.662899639523503
2.62717137461954	33.8397194245954	EnSpm-5/1919	7	-0.34385233995394
1.52816137053524	19.340197678126	Unknown-6/719	7	-0.207417763606407
0.405127926553826	5.95097432434967	Copia-5/1071	7	0.112761881550892
0.612103418960582	8.78861193945873	Unknown-5/2258	7	-0.0677436283936885
0.331900132188417	5.20452371574861	Unknown-4/303	7	0.429501396069315
1.16065838158265	15.5104184249517	Unknown-1/2	7	1.24857327928726
1.40838891947946	38.7245877237651	Mariner-1/1	8	-0.0896629896658232
3.15779968978863	59.7869090054448	Unknown-1/33	8	-0.472528499969739
1.93447274824127	37.2282502252341	EnSpm-5/1919	8	-0.622447645835822
1.1813137200782	21.3619804927729	Unknown-6/719	8	-0.726793420978842
0.251991050722662	5.32335775000979	Copia-5/1071	8	-0.890306661041073
1.2142878073262	22.7936856124408	Unknown-5/2258	8	1.95035978898912
0.191779671079727	4.43025578753574	Unknown-4/303	8	-0.7902970640783
0.822104797441627	15.2238630576991	Unknown-1/2	8	0.280814282914071
1.09774326017943	32.6382338183643	Mariner-1/1	9	-0.794137742826947
4.09084119398755	69.1279478173608	Unknown-1/33	9	-0.113880432915373
3.48116571755261	52.4897139989965	EnSpm-5/1919	9	-0.000385778695145843
1.86872291752582	31.1851480180632	Unknown-6/719	9	0.302544973955554
0.46569161290523	9.82438534872052	Copia-5/1071	9	0.509462730205245
1.02793834494859	20.431510286001	Unknown-5/2258	9	1.32584594552601
0.172978098078637	4.16256899147015	Unknown-4/303	9	-0.953971445489969
0.494389165735421	10.2137481184145	Unknown-1/2	9	-0.655964311944028
1.34664577744868	19.0898471954039	Mariner-1/1	10	-0.229682601848817
7.79630857843044	58.9430022169778	Unknown-1/33	10	1.31044925550984
8.51320021956558	48.2633674223462	EnSpm-5/1919	10	2.02343978975765
2.60591052833481	19.8073851581683	Unknown-6/719	10	1.4064224240874
0.512523313752714	5.07282652745	Copia-5/1071	10	0.816217100511063
0.8360614974075	7.7951798612601	Unknown-5/2258	10	0.682808149760018
0.213200064066672	2.26227085270209	Unknown-4/303	10	-0.603824923075534
0.924368800672102	8.14560537795895	Unknown-1/2	10	0.573137016352344
1.53081510989729	67.5031409111949	Mariner-1/1	11	0.187972179836938
6.19243259181913	91.4864775507505	Unknown-1/33	11	0.693941822770362
4.4749732664406	82.9762613238114	EnSpm-5/1919	11	0.399312022811645
1.69865982985674	53.3492032004232	Unknown-6/719	11	0.0478895716873611
0.775165298615991	33.5052568934735	Copia-5/1071	11	2.5
0.806458480777525	34.4640613634861	Unknown-5/2258	11	0.583599418713473
0.505747755646233	26.1456060305495	Unknown-4/303	11	1.9429068025051
0.39407403070244	18.7429742775904	Unknown-1/2	11	-0.942716185054072
1.41421325269617	65.3933348447064	Mariner-1/1	12	-0.0764547069091395
4.32935695667815	86.1407088339757	Unknown-1/33	12	-0.0221983192408837
2.16389189243012	65.4877956623593	EnSpm-5/1919	12	-0.530177942653895
